Virus name	Genotype	Accession ID
hChikV/Brazil/PE-un-NBC13/2021	II-ECSA	EPI_ISL_17954382
hChikV/Brazil/PR-un-NBC03/2021	II-ECSA	EPI_ISL_17954398
hChikV/Brazil/PB-un-PB031/2021	II-ECSA	EPI_ISL_17954417
hChikV/Brazil/PB-un-PB035/2021	II-ECSA	EPI_ISL_17954419
hChikV/Brazil/PB-un-PB020/2021	II-ECSA	EPI_ISL_17954428
hChikV/Brazil/PB-un-PB039/2021	II-ECSA	EPI_ISL_17954429
hChikV/Brazil/MT-un-BC12/2022	II-ECSA	EPI_ISL_17954440
hChikV/Brazil/SE-IAL-280661406/2023	II-ECSA	EPI_ISL_17972135
hChikV/Brazil/SE-IAL-280660598/2023	II-ECSA	EPI_ISL_17972137
hChikV/Brazil/MS-un-BC12/2022	II-ECSA	EPI_ISL_17972650
hChikV/Brazil/TO-IAL-56_74/2023	II-ECSA	EPI_ISL_17975783
hChikV/Brazil/PR-IAL-415307461/2023	II-ECSA	EPI_ISL_17975802
hChikV/Brazil/CE-LACENCE-231952481/2022	II-ECSA	EPI_ISL_17981849
hChikV/Brazil/CE-LACENCE-231952642/2022	II-ECSA	EPI_ISL_17981854
hChikV/Brazil/MS-IAL-3/2023	II-ECSA	EPI_ISL_18011465
hChikV/India/un-THSTI-P4/2010	II-ECSA	EPI_ISL_18041742
hChikV/India/un-THSTI-P5/2010	II-ECSA	EPI_ISL_18041744
hChikV/India/un-THSTI-P51/2010	II-ECSA	EPI_ISL_18041745
hChikV/India/un-THSTI-P6/2010	II-ECSA	EPI_ISL_18041746
hChikV/India/un-THSTI-P61/2010	II-ECSA	EPI_ISL_18041747
hChikV/India/un-THSTI-P31/2010	II-ECSA	EPI_ISL_18041748
hChikV/India/un-THSTI-P41/2010	II-ECSA	EPI_ISL_18041749
hChikV/Paraguay/un-01/2023	II-ECSA	EPI_ISL_18044775
hChikV/Paraguay/un-03/2022	II-ECSA	EPI_ISL_18044778
hChikV/Paraguay/un-04/2022	II-ECSA	EPI_ISL_18044780
hChikV/Paraguay/un-06/2022	II-ECSA	EPI_ISL_18044784
hChikV/Paraguay/un-08/2023	II-ECSA	EPI_ISL_18044789
hChikV/Paraguay/un-09/2022	II-ECSA	EPI_ISL_18044790
hChikV/Paraguay/un-10/2022	II-ECSA	EPI_ISL_18044792
hChikV/Paraguay/un-11/2022	II-ECSA	EPI_ISL_18044793
hChikV/Paraguay/un-12/2022	II-ECSA	EPI_ISL_18044795
hChikV/Paraguay/un-14/2022	II-ECSA	EPI_ISL_18044799
hChikV/Paraguay/un-15/2022	II-ECSA	EPI_ISL_18044801
hChikV/Paraguay/un-16/2022	II-ECSA	EPI_ISL_18044802
hChikV/Paraguay/un-18/2022	II-ECSA	EPI_ISL_18044804
hChikV/Paraguay/un-18/2023	II-ECSA	EPI_ISL_18044805
hChikV/Paraguay/un-19/2022	II-ECSA	EPI_ISL_18044806
hChikV/Paraguay/un-19/2023	II-ECSA	EPI_ISL_18044807
hChikV/Paraguay/un-21/2022	II-ECSA	EPI_ISL_18044810
hChikV/Paraguay/un-22/2022	II-ECSA	EPI_ISL_18044812
hChikV/Paraguay/un-23/2022	II-ECSA	EPI_ISL_18044814
hChikV/Paraguay/un-25/2022	II-ECSA	EPI_ISL_18044816
hChikV/Paraguay/un-25/2023	II-ECSA	EPI_ISL_18044817
hChikV/Paraguay/un-26/2022	II-ECSA	EPI_ISL_18044818
hChikV/Paraguay/un-28/2022	II-ECSA	EPI_ISL_18044822
hChikV/Paraguay/un-31/2022	II-ECSA	EPI_ISL_18044827
hChikV/Paraguay/un-33/2022	II-ECSA	EPI_ISL_18044831
hChikV/Paraguay/un-35/2022	II-ECSA	EPI_ISL_18044834
hChikV/Paraguay/un-36/2022	II-ECSA	EPI_ISL_18044836
hChikV/Paraguay/un-38/2022	II-ECSA	EPI_ISL_18044840
hChikV/Paraguay/un-40/2022	II-ECSA	EPI_ISL_18044844
hChikV/Paraguay/un-41/2022	II-ECSA	EPI_ISL_18044845
hChikV/Paraguay/un-42/2023	II-ECSA	EPI_ISL_18044846
hChikV/Paraguay/un-52/2023	II-ECSA	EPI_ISL_18044854
hChikV/Paraguay/un-55/2023	II-ECSA	EPI_ISL_18044857
hChikV/Paraguay/un-61/2023	II-ECSA	EPI_ISL_18044863
hChikV/Paraguay/un-63/2023	II-ECSA	EPI_ISL_18044865
hChikV/Paraguay/un-L2-06/2023	II-ECSA	EPI_ISL_18044870
hChikV/Paraguay/un-L2-09/2023	II-ECSA	EPI_ISL_18044873
hChikV/Paraguay/un-L2-11/2023	II-ECSA	EPI_ISL_18044875
hChikV/Paraguay/un-L2-15/2023	II-ECSA	EPI_ISL_18044879
hChikV/Paraguay/un-L2-21/2023	II-ECSA	EPI_ISL_18044884
hChikV/Paraguay/un-L2-25/2023	II-ECSA	EPI_ISL_18044888
hChikV/Paraguay/un-L2-36/2023	II-ECSA	EPI_ISL_18044898
hChikV/Paraguay/un-L2-42/2023	II-ECSA	EPI_ISL_18044904
hChikV/Paraguay/un-L2-50/2023	II-ECSA	EPI_ISL_18044912
hChikV/Paraguay/un-L2-53/2023	II-ECSA	EPI_ISL_18044915
hChikV/Paraguay/un-L2-60/2023	II-ECSA	EPI_ISL_18044922
hChikV/Paraguay/un-L2-61/2023	II-ECSA	EPI_ISL_18044923
hChikV/Paraguay/un-L2-68/2023	II-ECSA	EPI_ISL_18044930
hChikV/Paraguay/un-L2-70/2023	II-ECSA	EPI_ISL_18044932
hChikV/Paraguay/un-L2-71/2023	II-ECSA	EPI_ISL_18044933
hChikV/Paraguay/un-L2-72/2023	II-ECSA	EPI_ISL_18044934
hChikV/Paraguay/un-L2-74/2023	II-ECSA	EPI_ISL_18044936
hChikV/Paraguay/un-L2-79/2023	II-ECSA	EPI_ISL_18044941
hChikV/Paraguay/un-L2-82/2023	II-ECSA	EPI_ISL_18044944
hChikV/Paraguay/un-L2-84/2023	II-ECSA	EPI_ISL_18044946
hChikV/Paraguay/un-89/2022	II-ECSA	EPI_ISL_18064578
hChikV/Paraguay/un-95/2022	II-ECSA	EPI_ISL_18064579
hChikV/Paraguay/un-90/2022	II-ECSA	EPI_ISL_18064580
hChikV/Paraguay/un-92/2022	II-ECSA	EPI_ISL_18064583
hChikV/Paraguay/un-91/2022	II-ECSA	EPI_ISL_18064584
hChikV/Brazil/RJ-IAL-331237064/2023	II-ECSA	EPI_ISL_18095511
hChikV/Brazil/TO-IAL-170553315/2023	II-ECSA	EPI_ISL_18095528
hChikV/Brazil/BA-292874247/2023	II-ECSA	EPI_ISL_18123990
hChikV/Brazil/BA-292887359/2023	II-ECSA	EPI_ISL_18123995
hChikV/Brazil/BA-292914599/2023	II-ECSA	EPI_ISL_18123998
hChikV/Brazil/BA-292954138/2023	II-ECSA	EPI_ISL_18124004
hChikV/Brazil/BA-292968676/2023	II-ECSA	EPI_ISL_18124007
hChikV/Brazil/BA-292997949/2023	II-ECSA	EPI_ISL_18124017
hChikV/China/GD-GCDC-XN17157/2018	II-ECSA	EPI_ISL_18131737
hChikV/China/GD-GCDC-XN50776/2019	II-ECSA	EPI_ISL_18131738
hChikV/China/GD-GCDC-XN50799/2019	II-ECSA	EPI_ISL_18131739
hChikV/China/GD-GCDC-XN40163/2017	II-ECSA	EPI_ISL_18131740
hChikV/Brazil/DF-LACENGO-2168479902/2023	II-ECSA	EPI_ISL_18230357
hChikV/Brazil/GO-LACENGO-520394675/2023	II-ECSA	EPI_ISL_18230370
hChikV/Brazil/DF-LACENGO-2152650501/2023	II-ECSA	EPI_ISL_18230381
hChikV/Brazil/DF-LACENGO-2156329401/2023	II-ECSA	EPI_ISL_18230388
hChikV/Brazil/BA-FIOCRUZ-ID002_d9fc159a/2020	II-ECSA	EPI_ISL_18393198
hChikV/Brazil/BA-FIOCRUZ-ID002_d3f64482/2020	II-ECSA	EPI_ISL_18393200
hChikV/Brazil/BA-FIOCRUZ-ID007_698161c0/2020	II-ECSA	EPI_ISL_18393202
hChikV/Saudi Arabia/NB-503/2021	II-ECSA	EPI_ISL_18458198
hChikV/Uruguay/un-104/2023	II-ECSA	EPI_ISL_18474282
hChikV/Uruguay/un-24/2023	II-ECSA	EPI_ISL_18474283
hChikV/Uruguay/un-41/2023	II-ECSA	EPI_ISL_18474284
hChikV/Uruguay/un-47/2023	II-ECSA	EPI_ISL_18474285
hChikV/Uruguay/un-87/2023	II-ECSA	EPI_ISL_18474286
hChikV/Uruguay/un-249/2023	II-ECSA	EPI_ISL_18474287
hChikV/Uruguay/un-235/2023	II-ECSA	EPI_ISL_18474288
hChikV/Uruguay/un-294/2023	II-ECSA	EPI_ISL_18474289
hChikV/Uruguay/un-460/2023	II-ECSA	EPI_ISL_18474290
hChikV/Uruguay/un-295/2023	II-ECSA	EPI_ISL_18474291
hChikV/Uruguay/un-229/2023	II-ECSA	EPI_ISL_18474292
hChikV/Uruguay/un-188/2023	II-ECSA	EPI_ISL_18474293
hChikV/Uruguay/un-519/2023	II-ECSA	EPI_ISL_18474294
hChikV/Uruguay/un-503/2023	II-ECSA	EPI_ISL_18474295
hChikV/Uruguay/un-292/2023	II-ECSA	EPI_ISL_18474296
hChikV/Uruguay/un-250/2023	II-ECSA	EPI_ISL_18474297
hChikV/Uruguay/un-296/2023	II-ECSA	EPI_ISL_18474298
hChikV/Uruguay/un-230/2023	II-ECSA	EPI_ISL_18474299
hChikV/Uruguay/un-329/2023	II-ECSA	EPI_ISL_18474300
hChikV/Uruguay/un-301/2023	II-ECSA	EPI_ISL_18474301
hChikV/Uruguay/un-233/2023	II-ECSA	EPI_ISL_18474302
hChikV/Uruguay/un-103/2023	II-ECSA	EPI_ISL_18474303
hChikV/Uruguay/un-100/2023	II-ECSA	EPI_ISL_18474304
hChikV/Uruguay/un-21/2023	II-ECSA	EPI_ISL_18474542
hChikV/Uruguay/un-227/2023	II-ECSA	EPI_ISL_18480979
hChikV/Uruguay/un-174/2023	II-ECSA	EPI_ISL_18480980
hChikV/Uruguay/un-159/2023	II-ECSA	EPI_ISL_18480981
hChikV/Uruguay/un-149/2023	II-ECSA	EPI_ISL_18480982
hChikV/Uruguay/un-242/2023	II-ECSA	EPI_ISL_18480983
hChikV/Uruguay/un-150/2023	II-ECSA	EPI_ISL_18480984
hChikV/Argentina/un-8b4feff3/2023	II-ECSA	EPI_ISL_18490193
hChikV/Argentina/un-65bf4467/2023	II-ECSA	EPI_ISL_18490195
hChikV/Argentina/un-20b4e284/2023	II-ECSA	EPI_ISL_18490196
hChikV/Argentina/un-84f458e9/2023	II-ECSA	EPI_ISL_18490197
hChikV/Argentina/un-00aa4b1d/2023	II-ECSA	EPI_ISL_18490198
hChikV/Argentina/un-fc2b6039/2023	II-ECSA	EPI_ISL_18490199
hChikV/Argentina/un-58d82218/2023	II-ECSA	EPI_ISL_18490200
hChikV/Argentina/un-236b053a/2023	II-ECSA	EPI_ISL_18490202
hChikV/Argentina/un-9518424a/2023	II-ECSA	EPI_ISL_18490204
hChikV/Argentina/un-065aaf3a/2023	II-ECSA	EPI_ISL_18490206
hChikV/Argentina/un-a1d07fa8/2023	II-ECSA	EPI_ISL_18490207
hChikV/Argentina/un-7eba7bbf/2023	II-ECSA	EPI_ISL_18490208
hChikV/Argentina/un-290afca8/2023	II-ECSA	EPI_ISL_18490209
hChikV/Argentina/un-bdd3a11b/2023	II-ECSA	EPI_ISL_18490210
hChikV/Argentina/un-6c62d2b1/2023	II-ECSA	EPI_ISL_18490211
hChikV/Argentina/un-3eed13c5/2023	II-ECSA	EPI_ISL_18490213
hChikV/Argentina/un-cc8aaf2c/2023	II-ECSA	EPI_ISL_18490214
hChikV/Argentina/un-98f250d1/2023	II-ECSA	EPI_ISL_18490215
hChikV/Argentina/un-78cc5da7/2023	II-ECSA	EPI_ISL_18490216
hChikV/Argentina/un-4de3b7db/2023	II-ECSA	EPI_ISL_18490217
hChikV/Argentina/un-941fe74b/2023	II-ECSA	EPI_ISL_18490221
hChikV/Argentina/un-b7c1f92f/2023	II-ECSA	EPI_ISL_18490222
hChikV/Argentina/un-d626a5b3/2023	II-ECSA	EPI_ISL_18490224
hChikV/Argentina/un-da6542e5/2023	II-ECSA	EPI_ISL_18490229
hChikV/Argentina/un-b7ccf84d/2023	II-ECSA	EPI_ISL_18490230
hChikV/Argentina/un-1acec003/2023	II-ECSA	EPI_ISL_18490233
hChikV/Argentina/un-b4578f98/2023	II-ECSA	EPI_ISL_18490234
hChikV/Argentina/un-6a58b854/2023	II-ECSA	EPI_ISL_18490237
hChikV/Argentina/un-c87c9c6e/2023	II-ECSA	EPI_ISL_18490239
hChikV/Argentina/un-cd19b3ad/2023	II-ECSA	EPI_ISL_18490241
hChikV/Brazil/RS-CEVS1124/2021	II-ECSA	EPI_ISL_18497710
hChikV/Brazil/RS-CEVS1504/2021	II-ECSA	EPI_ISL_18497713
hChikV/Brazil/RS-CEVS1982/2019	II-ECSA	EPI_ISL_18497728
hChikV/Brazil/RS-CEVS336/2019	II-ECSA	EPI_ISL_18497730
hChikV/India/un-GCDC-789/2023	II-ECSA	EPI_ISL_18539020
hChikV/Brazil/TO-IAL-170564816/2023	II-ECSA	EPI_ISL_18553680
hChikV/Brazil/SP-IAL-357197161/2023	II-ECSA	EPI_ISL_18553694
hChikV/Brazil/PE-FIOCRUZ-IAM14754/2022	II-ECSA	EPI_ISL_18626921
hChikV/Brazil/PE-FIOCRUZ-IAM14763/2022	II-ECSA	EPI_ISL_18626940
hChikV/Brazil/PE-FIOCRUZ-IAM14767/2022	II-ECSA	EPI_ISL_18626941
hChikV/Brazil/PE-FIOCRUZ-IAM14775/2022	II-ECSA	EPI_ISL_18626942
hChikV/Brazil/PE-FIOCRUZ-IAM14888/2022	II-ECSA	EPI_ISL_18626960
hChikV/Brazil/PE-FIOCRUZ-IAM14849/2022	II-ECSA	EPI_ISL_18626969
hChikV/Brazil/PE-FIOCRUZ-IAM14782/2022	II-ECSA	EPI_ISL_18626974
hChikV/Brazil/PE-FIOCRUZ-IAM14821/2022	II-ECSA	EPI_ISL_18627027
hChikV/Brazil/PE-FIOCRUZ-IAM14874/2022	II-ECSA	EPI_ISL_18627052
hChikV/Brazil/PE-FIOCRUZ-IAM14871/2022	II-ECSA	EPI_ISL_18627059
hChikV/Brazil/PE-FIOCRUZ-IAM15047/2022	II-ECSA	EPI_ISL_18627138
hChikV/Brazil/PE-FIOCRUZ-IAM15023/2022	II-ECSA	EPI_ISL_18627221
hChikV/Brazil/PE-FIOCRUZ-IAM15009/2022	II-ECSA	EPI_ISL_18627227
hChikV/Tanzania/NIV-60613/1952	II-ECSA	EPI_ISL_18695150
hChikV/Brazil/BA-ECI-4550/2014	II-ECSA	EPI_ISL_18704542
hChikV/Brazil/BA-ECI-3737/2014	II-ECSA	EPI_ISL_18704543
hChikV/Brazil/BA-ECI-4442/2014	II-ECSA	EPI_ISL_18704544
hChikV/Brazil/BA-ECI-4458/2014	II-ECSA	EPI_ISL_18704545
hChikV/Brazil/PA-ECI-707/2016	II-ECSA	EPI_ISL_18704549
hChikV/Brazil/PA-ECI-1022/2016	II-ECSA	EPI_ISL_18704550
hChikV/Brazil/RN-ECI-2293/2016	II-ECSA	EPI_ISL_18704555
hChikV/Brazil/RN-ECI-2336/2016	II-ECSA	EPI_ISL_18704558
hChikV/Brazil/RN-ECI-2341/2016	II-ECSA	EPI_ISL_18704560
hChikV/Brazil/BA-ECI-BHI3737/2014	II-ECSA	EPI_ISL_18715415
hChikV/Brazil/BA-ECI-BHI4442/2014	II-ECSA	EPI_ISL_18715416
hChikV/Brazil/BA-ECI-BHI4458/2014	II-ECSA	EPI_ISL_18715417
hChikV/Brazil/BA-ECI-BHI4550/2014	II-ECSA	EPI_ISL_18715419
hChikV/Brazil/MA-ECI-MAO15118/2016	II-ECSA	EPI_ISL_18715425
hChikV/Brazil/PB-ECI-PB374/2016	II-ECSA	EPI_ISL_18715426
hChikV/Brazil/PB-ECI-PB377/2016	II-ECSA	EPI_ISL_18715428
hChikV/Brazil/RN-ECI-RGN2330/2016	II-ECSA	EPI_ISL_18715433
hChikV/Brazil/RN-ECI-RGN2339/2016	II-ECSA	EPI_ISL_18715436
hChikV/Brazil/PA-ECI-SBA341/2018	II-ECSA	EPI_ISL_18715451
hChikV/Malaysia/UM-0040/2017	II-ECSA	EPI_ISL_18855720
hChikV/Malaysia/UM-2968/2017	II-ECSA	EPI_ISL_18855721
hChikV/Brazil/ES-LACENMG-321412124/2023	II-ECSA	EPI_ISL_18883612
hChikV/Malaysia/NIH-IMR-48/2021	II-ECSA	EPI_ISL_18891551
hChikV/Malaysia/NIH-IMR-56/2021	II-ECSA	EPI_ISL_18891552
hChikV/Malaysia/NIH-IMR-04/2021	II-ECSA	EPI_ISL_18891553
hChikV/Malaysia/NIH-IMR-44/2021	II-ECSA	EPI_ISL_18891554
hChikV/Malaysia/NIH-IMR-31/2021	II-ECSA	EPI_ISL_18891555
hChikV/Malaysia/NIH-IMR-45/2021	II-ECSA	EPI_ISL_18891557
hChikV/Haiti/UF-5/2021	II-ECSA	EPI_ISL_18916844
hChikV/Haiti/UF-38/2021	II-ECSA	EPI_ISL_18916845
hChikV/Brazil/MG_LBI_ARB_149/2023	II-ECSA	EPI_ISL_18980256
hChikV/Brazil/MG_LBI_ARB_165/2023	II-ECSA	EPI_ISL_18980280
ChikV/un/China/un-YIPD-03/2019	II-ECSA	EPI_ISL_18983276
hChikV/Brazil/CE-UK-12R/2017	II-ECSA	EPI_ISL_19007927
hChikV/Brazil/BA-UK-ZK0088S/2016	II-ECSA	EPI_ISL_19007938
hChikV/Brazil/RJ-UK-90S/2019	II-ECSA	EPI_ISL_19007940
hChikV/Brazil/MA-UK-CH24/2017	II-ECSA	EPI_ISL_19007941
hChikV/Brazil/RJ-UK-21S/2019	II-ECSA	EPI_ISL_19007944
hChikV/Brazil/CE-UK-12C/2017	II-ECSA	EPI_ISL_19007945
hChikV/Brazil/CE-UK-22F/2017	II-ECSA	EPI_ISL_19007947
hChikV/Brazil/CE-UK-59B/2017	II-ECSA	EPI_ISL_19007949
hChikV/Brazil/MA-UK-CH25/2017	II-ECSA	EPI_ISL_19007950
hChikV/Brazil/MA-UK-CH23/2017	II-ECSA	EPI_ISL_19007952
hChikV/Brazil/CE-UK-50B/2017	II-ECSA	EPI_ISL_19007953
hChikV/Brazil/BA-UK-ZK0101/2016	II-ECSA	EPI_ISL_19007956
hChikV/Brazil/CE-UK-54L/2017	II-ECSA	EPI_ISL_19007964
hChikV/Brazil/MA-UK-CH26/2017	II-ECSA	EPI_ISL_19007967
hChikV/Brazil/CE-UK-59P/2017	II-ECSA	EPI_ISL_19007972
hChikV/India/un-NIV-211807/2021	II-ECSA	EPI_ISL_19007978
hChikV/India/un-NIV-2002240/2020	II-ECSA	EPI_ISL_19007979
hChikV/India/un-NIV-211712/2021	II-ECSA	EPI_ISL_19007980
hChikV/India/un-NIV-2002559/2020	II-ECSA	EPI_ISL_19007981
hChikV/India/un-NIV-210195/2020	II-ECSA	EPI_ISL_19007982
hChikV/India/un-NIV-210196/2020	II-ECSA	EPI_ISL_19007983
hChikV/India/un-NIV-210044/2020	II-ECSA	EPI_ISL_19007984
hChikV/India/un-NIV-210104/2020	II-ECSA	EPI_ISL_19007985
hChikV/India/un-NIV-210117/2020	II-ECSA	EPI_ISL_19007986
hChikV/India/un-NIV-2003310/2020	II-ECSA	EPI_ISL_19007987
hChikV/India/un-NIV-2003240/2020	II-ECSA	EPI_ISL_19007988
hChikV/India/un-NIV-210109/2020	II-ECSA	EPI_ISL_19007989
hChikV/India/un-NIV-210101/2020	II-ECSA	EPI_ISL_19007990
hChikV/India/un-NIV-210161/2020	II-ECSA	EPI_ISL_19007991
hChikV/India/un-NIV-2002337/2020	II-ECSA	EPI_ISL_19007992
hChikV/India/un-NIV-210067/2020	II-ECSA	EPI_ISL_19007993
hChikV/India/un-NIV-2002509/2020	II-ECSA	EPI_ISL_19007994
hChikV/India/un-NIV-2002228/2020	II-ECSA	EPI_ISL_19007995
hChikV/India/un-NIV-2002413/2020	II-ECSA	EPI_ISL_19007996
hChikV/India/un-NIV-211718/2021	II-ECSA	EPI_ISL_19007997
hChikV/India/un-NIV-2002395/2020	II-ECSA	EPI_ISL_19007998
hChikV/Myanmar/DMR-188/2019	II-ECSA	EPI_ISL_19035650
hChikV/Myanmar/DMR-53/2019	II-ECSA	EPI_ISL_19035651
hChikV/Myanmar/DMR-65/2019	II-ECSA	EPI_ISL_19035652
hChikV/Myanmar/DMR-189/2019	II-ECSA	EPI_ISL_19035653
hChikV/Myanmar/DMR-193/2019	II-ECSA	EPI_ISL_19035654
hChikV/Myanmar/DMR-55/2019	II-ECSA	EPI_ISL_19035655
hChikV/Myanmar/DMR-33/2019	II-ECSA	EPI_ISL_19035656
hChikV/Myanmar/DMR-175/2019	II-ECSA	EPI_ISL_19035657
hChikV/Myanmar/DMR-130/2019	II-ECSA	EPI_ISL_19035658
hChikV/Myanmar/DMR-95/2019	II-ECSA	EPI_ISL_19035659
hChikV/Myanmar/DMR-204/2019	II-ECSA	EPI_ISL_19035660
hChikV/Myanmar/DMR-54/2019	II-ECSA	EPI_ISL_19035661
hChikV/Myanmar/DMR-203/2019	II-ECSA	EPI_ISL_19035662
hChikV/Myanmar/DMR-190/2019	II-ECSA	EPI_ISL_19035663
hChikV/Myanmar/DMR-180/2019	II-ECSA	EPI_ISL_19035664
hChikV/Myanmar/DMR-165/2019	II-ECSA	EPI_ISL_19035665
hChikV/Myanmar/DMR-205/2019	II-ECSA	EPI_ISL_19035666
hChikV/India/un-ILS_5df289ea/2006	II-ECSA	EPI_ISL_19053771
hChikV/Thailand/UW-CK05_961e6fd7/2023	II-ECSA	EPI_ISL_19053772
hChikV/Thailand/UW-02/2018	II-ECSA	EPI_ISL_19069872
hChikV/Thailand/UW-07/2018	II-ECSA	EPI_ISL_19069873
hChikV/Thailand/UW-09/2018	II-ECSA	EPI_ISL_19069874
hChikV/Thailand/UW-06/2018	II-ECSA	EPI_ISL_19069875
hChikV/Brazil/MS-IAL-9932001242/2024	II-ECSA	EPI_ISL_19116402
hChikV/Brazil/TO-IAL-170575499/2024	II-ECSA	EPI_ISL_19116421
hChikV/Brazil/MG-LACENMG-311344463/2022	II-ECSA	EPI_ISL_19172171
hChikV/Brazil/MG-LACENMG-311354945/2022	II-ECSA	EPI_ISL_19172198
hChikV/Brazil/MG-LACENMG-311355153/2022	II-ECSA	EPI_ISL_19172209
hChikV/Brazil/MG-LACENMG-311369105/2023	II-ECSA	EPI_ISL_19172245
hChikV/Brazil/MG-LACENMG-311367981/2023	II-ECSA	EPI_ISL_19172248
hChikV/Brazil/MG-LACENMG-311375171/2023	II-ECSA	EPI_ISL_19172254
hChikV/Brazil/MG-LACENMG-311400838/2023	II-ECSA	EPI_ISL_19172330
hChikV/Brazil/MG-LACENMG-311669599/2024	II-ECSA	EPI_ISL_19172352
hChikV/Brazil/MG-LACENMG-311673695/2024	II-ECSA	EPI_ISL_19172365
hChikV/Brazil/MG-LACENMG-311678705/2024	II-ECSA	EPI_ISL_19172366
hChikV/Brazil/MG-LACENMG-311678830/2024	II-ECSA	EPI_ISL_19172372
hChikV/Brazil/MG-LACENMG-311683927/2024	II-ECSA	EPI_ISL_19172381
hChikV/Brazil/MG-LACENMG-311646333/2023	II-ECSA	EPI_ISL_19172396
hChikV/Kenya/KEMRI-S1/2018	II-ECSA	EPI_ISL_19180201
hChikV/Kenya/KEMRI-S2/2018	II-ECSA	EPI_ISL_19180202
hChikV/Kenya/KEMRI-S4/2018	II-ECSA	EPI_ISL_19180203
hChikV/Kenya/KEMRI-S5/2018	II-ECSA	EPI_ISL_19180204
hChikV/Kenya/KEMRI-S6/2018	II-ECSA	EPI_ISL_19180205
hChikV/Kenya/KEMRI-S7/2018	II-ECSA	EPI_ISL_19180206
hChikV/Kenya/KEMRI-S8/2017	II-ECSA	EPI_ISL_19180207
hChikV/Kenya/KEMRI-S9/2018	II-ECSA	EPI_ISL_19180208
hChikV/Kenya/KEMRI-S10/2018	II-ECSA	EPI_ISL_19180209
hChikV/Kenya/KEMRI-S11/2018	II-ECSA	EPI_ISL_19180210
hChikV/Kenya/KEMRI-S12/2018	II-ECSA	EPI_ISL_19180211
hChikV/Kenya/KEMRI-S13/2018	II-ECSA	EPI_ISL_19180212
hChikV/Kenya/KEMRI-S14/2018	II-ECSA	EPI_ISL_19180213
hChikV/Kenya/KEMRI-S15/2018	II-ECSA	EPI_ISL_19180214
hChikV/Kenya/KEMRI-S16/2018	II-ECSA	EPI_ISL_19180215
hChikV/Kenya/KEMRI-S17/2018	II-ECSA	EPI_ISL_19180216
hChikV/Kenya/KEMRI-S18/2018	II-ECSA	EPI_ISL_19180217
hChikV/Kenya/KEMRI-S19/2018	II-ECSA	EPI_ISL_19180218
hChikV/Kenya/KEMRI-S20/2018	II-ECSA	EPI_ISL_19180219
hChikV/Kenya/KEMRI-S21/2018	II-ECSA	EPI_ISL_19180220
hChikV/Kenya/KEMRI-S22/2018	II-ECSA	EPI_ISL_19180221
hChikV/Kenya/KEMRI-S23/2018	II-ECSA	EPI_ISL_19180222
hChikV/Kenya/KEMRI-S24/2018	II-ECSA	EPI_ISL_19180223
hChikV/Kenya/KEMRI-S25/2018	II-ECSA	EPI_ISL_19180224
hChikV/Kenya/KEMRI-S26/2018	II-ECSA	EPI_ISL_19180225
hChikV/Kenya/KEMRI-S27/2018	II-ECSA	EPI_ISL_19180226
hChikV/Kenya/KEMRI-S28/2018	II-ECSA	EPI_ISL_19180227
hChikV/Kenya/KEMRI-S29/2018	II-ECSA	EPI_ISL_19180228
hChikV/Kenya/KEMRI-S30/2018	II-ECSA	EPI_ISL_19180229
hChikV/Kenya/KEMRI-S31/2018	II-ECSA	EPI_ISL_19180230
hChikV/Kenya/KEMRI-S32/2020	II-ECSA	EPI_ISL_19180231
hChikV/Kenya/KEMRI-S33/2018	II-ECSA	EPI_ISL_19180232
hChikV/Kenya/KEMRI-S34/2018	II-ECSA	EPI_ISL_19180233
hChikV/Kenya/KEMRI-S35/2018	II-ECSA	EPI_ISL_19180234
hChikV/Kenya/KEMRI-S36/2020	II-ECSA	EPI_ISL_19180235
hChikV/Kenya/KEMRI-S37/2020	II-ECSA	EPI_ISL_19180236
hChikV/Kenya/KEMRI-S41/2020	II-ECSA	EPI_ISL_19180237
hChikV/Kenya/KEMRI-S42/2020	II-ECSA	EPI_ISL_19180238
hChikV/Brazil/BA-LACEN-293447612/2024	II-ECSA	EPI_ISL_19180242
hChikV/Brazil/TO-IAL-170582535/2024	II-ECSA	EPI_ISL_19180273
hChikV/Brazil/TO-IAL-170584461/2024	II-ECSA	EPI_ISL_19180286
hChikV/Brazil/ES-LACENES-321549511/2024	II-ECSA	EPI_ISL_19219612
hChikV/Brazil/ES-LACENES-321552988/2024	II-ECSA	EPI_ISL_19219616
hChikV/Brazil/MT-LACENMT-510535542/2024	II-ECSA	EPI_ISL_19232727
hChikV/Brazil/MT-LACENMT-510540373/2024	II-ECSA	EPI_ISL_19232734
hChikV/Brazil/MT-LACENMT-510532209/2024	II-ECSA	EPI_ISL_19232746
hChikV/India/un-JIPMER-AFI_2560/2024	II-ECSA	EPI_ISL_19243934
hChikV/India/un-JIPMER-AFI_755/2024	II-ECSA	EPI_ISL_19243935
hChikV/India/un-JIPMER-AFI_1174/2024	II-ECSA	EPI_ISL_19243936
hChikV/India/un-JIPMER-AFI_297/2024	II-ECSA	EPI_ISL_19243937
hChikV/India/un-JIPMER-AFI_902/2024	II-ECSA	EPI_ISL_19243938
hChikV/India/un-JIPMER-AFI_1387/2018	II-ECSA	EPI_ISL_19243939
